model_key,mileage,fuel,paint_color,car_type,price,sold_at,model_key_spaceless,model_index_inrange,MPower_yn,highMiles_yn,lowMiles_yn,superHighMiles_yn,fast_yn,condition
318,178723,diesel,black,estate,8900,2018-06-01,318,318BMW,no,yes,no,no,no,used
320,114698,diesel,silver,estate,18000,2018-06-01,320,320BMW,no,no,no,no,no,used
520,165114,diesel,grey,estate,16300,2018-06-01,520,520BMW,no,yes,no,no,no,used
320,81401,diesel,blue,estate,14600,2018-06-01,320,320BMW,no,no,yes,no,no,used
318,131640,diesel,black,estate,10900,2018-06-01,318,318BMW,no,no,no,no,no,used
520,183563,diesel,white,estate,18300,2018-06-01,520,520BMW,no,yes,no,no,no,used
520,184850,diesel,grey,estate,21400,2018-06-01,520,520BMW,no,yes,no,no,no,used
330,170820,diesel,black,estate,20300,2018-06-01,330,330BMW,no,yes,no,no,no,used
520,121982,petrol,grey,estate,10800,2018-06-01,520,520BMW,no,no,no,no,no,used
320,189441,diesel,silver,estate,15000,2018-06-01,320,320BMW,no,yes,no,no,no,used
318,168930,diesel,white,estate,11700,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,222246,diesel,brown,estate,9400,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,163066,diesel,black,estate,11300,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,83190,petrol,blue,estate,6400,2018-06-01,318,318BMW,no,no,yes,no,no,used
320,173262,diesel,blue,estate,11900,2018-08-01,320,320BMW,no,yes,no,no,no,used
520,160403,diesel,grey,estate,16100,2018-06-01,520,520BMW,no,yes,no,no,no,used
320,127234,diesel,blue,estate,13100,2018-06-01,320,320BMW,no,no,no,no,no,used
318,216231,diesel,grey,estate,9600,2018-06-01,318,318BMW,no,yes,no,no,no,used
320,208363,diesel,red,estate,11200,2018-06-01,320,320BMW,no,yes,no,no,no,used
318,229327,diesel,grey,estate,6100,2018-09-01,318,318BMW,no,yes,no,no,no,used
328,59468,petrol,blue,estate,22800,2018-06-01,328,328BMW,no,no,yes,no,no,used
320,128511,diesel,black,estate,14900,2018-06-01,320,320BMW,no,no,no,no,no,used
520,136729,diesel,black,estate,19500,2018-06-01,520,520BMW,no,no,no,no,no,used
318,125857,diesel,white,estate,14500,2018-06-01,318,318BMW,no,no,no,no,no,used
520,141739,diesel,black,estate,18300,2018-06-01,520,520BMW,no,no,no,no,no,used
520,188567,diesel,black,estate,16100,2018-06-01,520,520BMW,no,yes,no,no,no,used
330,178928,diesel,black,estate,11300,2018-06-01,330,330BMW,no,yes,no,no,no,used
320,103360,diesel,white,estate,15200,2018-06-01,320,320BMW,no,no,no,no,no,used
535,105150,diesel,blue,estate,17800,2018-06-01,535,535BMW,no,no,no,no,no,used
520,171472,diesel,grey,estate,15100,2018-06-01,520,520BMW,no,yes,no,no,no,used
320,184223,diesel,white,estate,12300,2018-06-01,320,320BMW,no,yes,no,no,no,used
520,194223,diesel,grey,estate,11200,2018-06-01,520,520BMW,no,yes,no,no,no,used
320,161003,diesel,black,estate,13800,2018-06-01,320,320BMW,no,yes,no,no,no,used
525,105880,diesel,black,estate,22600,2018-06-01,525,525BMW,no,no,no,no,no,used
316,152942,diesel,black,estate,10400,2018-06-01,316,316BMW,no,yes,no,no,no,used
520,153439,diesel,white,estate,21800,2018-06-01,520,520BMW,no,yes,no,no,no,used
520,142522,diesel,grey,estate,13900,2018-06-01,520,520BMW,no,no,no,no,no,used
320,142056,diesel,grey,estate,14500,2018-06-01,320,320BMW,no,no,no,no,no,used
318,131697,diesel,grey,estate,14300,2018-06-01,318,318BMW,no,no,no,no,no,used
530,121880,diesel,grey,estate,22400,2018-06-01,530,530BMW,no,no,no,no,no,used
316,151859,diesel,grey,estate,6000,2018-06-01,316,316BMW,no,yes,no,no,no,used
320,193202,diesel,black,estate,12700,2018-06-01,320,320BMW,no,yes,no,no,no,used
320,168748,diesel,grey,estate,13100,2018-06-01,320,320BMW,no,yes,no,no,no,used
320,274948,diesel,grey,estate,10700,2018-06-01,320,320BMW,no,yes,no,no,no,used
535,136647,diesel,beige,estate,28600,2018-06-01,535,535BMW,no,no,no,no,no,used
530,268025,diesel,black,estate,4800,2018-06-01,530,530BMW,no,yes,no,no,no,used
525,210139,diesel,grey,estate,13800,2018-06-01,525,525BMW,no,yes,no,no,no,used
520,210769,diesel,black,estate,18300,2018-06-01,520,520BMW,no,yes,no,no,no,used
316,81603,diesel,black,estate,7300,2018-06-01,316,316BMW,no,no,yes,no,no,used
318,183743,diesel,blue,estate,10400,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,154764,diesel,black,estate,10600,2018-06-01,318,318BMW,no,yes,no,no,no,used
518,162672,diesel,blue,estate,15100,2018-06-01,518,518BMW,no,yes,no,no,no,used
320,151443,diesel,black,estate,10700,2018-06-01,320,320BMW,no,yes,no,no,no,used
520,53899,diesel,black,estate,21200,2018-06-01,520,520BMW,no,no,yes,no,no,used
520,183623,diesel,black,estate,17300,2018-06-01,520,520BMW,no,yes,no,no,no,used
320,137418,diesel,blue,estate,14600,2018-06-01,320,320BMW,no,no,no,no,no,used
520,70494,diesel,black,estate,14800,2018-08-01,520,520BMW,no,no,yes,no,no,used
320,172089,diesel,blue,estate,12100,2018-06-01,320,320BMW,no,yes,no,no,no,used
520,110194,diesel,grey,estate,13300,2018-06-01,520,520BMW,no,no,no,no,no,used
520,103413,diesel,grey,estate,18000,2018-06-01,520,520BMW,no,no,no,no,no,used
520,162245,diesel,grey,estate,13100,2018-06-01,520,520BMW,no,yes,no,no,no,used
530,87625,diesel,blue,estate,20300,2018-06-01,530,530BMW,no,no,yes,no,no,used
320,156308,diesel,brown,estate,6500,2018-06-01,320,320BMW,no,yes,no,no,no,used
520,196729,diesel,blue,estate,12500,2018-06-01,520,520BMW,no,yes,no,no,no,used
318,177012,diesel,black,estate,11700,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,76286,diesel,grey,estate,13000,2018-06-01,318,318BMW,no,no,yes,no,no,used
318,134174,diesel,grey,estate,11200,2018-06-01,318,318BMW,no,no,no,no,no,used
320,278612,diesel,black,estate,4200,2018-06-01,320,320BMW,no,yes,no,no,no,used
525,183971,diesel,grey,estate,13400,2018-06-01,525,525BMW,no,yes,no,no,no,used
520,165872,diesel,brown,estate,18400,2018-06-01,520,520BMW,no,yes,no,no,no,used
318,171661,diesel,grey,estate,11300,2018-06-01,318,318BMW,no,yes,no,no,no,used
320,176490,diesel,black,estate,15100,2018-06-01,320,320BMW,no,yes,no,no,no,used
320,258707,diesel,grey,estate,4200,2018-06-01,320,320BMW,no,yes,no,no,no,used
320,130868,diesel,grey,estate,5800,2018-06-01,320,320BMW,no,no,no,no,no,used
318,149521,diesel,blue,estate,10100,2018-06-01,318,318BMW,no,no,no,no,no,used
520,65786,diesel,blue,estate,16800,2018-08-01,520,520BMW,no,no,yes,no,no,used
320,128590,diesel,black,estate,14300,2018-06-01,320,320BMW,no,no,no,no,no,used
518,171609,diesel,black,estate,13100,2018-06-01,518,518BMW,no,yes,no,no,no,used
320,186955,diesel,blue,estate,12000,2018-06-01,320,320BMW,no,yes,no,no,no,used
520,152513,diesel,black,estate,18100,2018-06-01,520,520BMW,no,yes,no,no,no,used
525,223394,diesel,black,estate,14800,2018-06-01,525,525BMW,no,yes,no,no,no,used
320,99078,diesel,grey,estate,12800,2018-06-01,320,320BMW,no,no,no,no,no,used
318,35987,diesel,white,estate,17300,2018-06-01,318,318BMW,no,no,yes,no,no,new
520,132445,diesel,brown,estate,20200,2018-06-01,520,520BMW,no,no,no,no,no,used
318,228545,diesel,silver,estate,4900,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,49335,diesel,blue,estate,20000,2018-06-01,318,318BMW,no,no,yes,no,no,new
525,180232,diesel,brown,estate,16900,2018-06-01,525,525BMW,no,yes,no,no,no,used
520,135805,diesel,grey,estate,14800,2018-06-01,520,520BMW,no,no,no,no,no,used
320,177606,diesel,grey,estate,11700,2018-06-01,320,320BMW,no,yes,no,no,no,used
320,129596,diesel,black,estate,13200,2018-06-01,320,320BMW,no,no,no,no,no,used
520,150071,diesel,black,estate,13800,2018-06-01,520,520BMW,no,yes,no,no,no,used
320,141775,diesel,brown,estate,10700,2018-06-01,320,320BMW,no,no,no,no,no,used
525,133061,diesel,black,estate,17300,2018-06-01,525,525BMW,no,no,no,no,no,used
320,120833,diesel,black,estate,16400,2018-06-01,320,320BMW,no,no,no,no,no,used
318,174140,diesel,grey,estate,4800,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,194482,diesel,black,estate,10700,2018-06-01,318,318BMW,no,yes,no,no,no,used
520,118375,diesel,grey,estate,13100,2018-06-01,520,520BMW,no,no,no,no,no,used
520,72457,diesel,black,estate,20700,2018-06-01,520,520BMW,no,no,yes,no,no,used
318,183339,diesel,blue,estate,10400,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,126284,diesel,black,estate,10700,2018-06-01,318,318BMW,no,no,no,no,no,used
318,99110,diesel,blue,estate,11300,2018-06-01,318,318BMW,no,no,no,no,no,used
520,201584,diesel,black,estate,7900,2018-06-01,520,520BMW,no,yes,no,no,no,used
525,223995,diesel,black,estate,15000,2018-06-01,525,525BMW,no,yes,no,no,no,used
520,258439,diesel,blue,estate,1900,2018-06-01,520,520BMW,no,yes,no,no,no,used
318,220580,diesel,blue,estate,6400,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,183572,diesel,blue,estate,6800,2018-06-01,318,318BMW,no,yes,no,no,no,used
320,195407,diesel,blue,estate,8200,2018-06-01,320,320BMW,no,yes,no,no,no,used
325 Gran Turismo,202367,diesel,white,estate,24900,2018-06-01,325GranTurismo,325GranTurismoBMW,no,yes,no,no,no,used
320,204840,diesel,silver,estate,5000,2018-06-01,320,320BMW,no,yes,no,no,no,used
520,100274,diesel,blue,estate,13400,2018-06-01,520,520BMW,no,no,no,no,no,used
520,173109,diesel,grey,estate,12000,2018-06-01,520,520BMW,no,yes,no,no,no,used
318,61495,diesel,black,estate,14000,2018-06-01,318,318BMW,no,no,yes,no,no,used
520,119534,diesel,grey,estate,16800,2018-06-01,520,520BMW,no,no,no,no,no,used
316,94462,diesel,silver,estate,10900,2018-06-01,316,316BMW,no,no,yes,no,no,used
325,65034,diesel,blue,estate,21100,2018-06-01,325,325BMW,no,no,yes,no,no,used
318,91909,diesel,white,estate,11000,2018-06-01,318,318BMW,no,no,yes,no,no,used
318,165464,diesel,blue,estate,10000,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,159820,diesel,grey,estate,5100,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,171446,diesel,blue,estate,6200,2018-06-01,318,318BMW,no,yes,no,no,no,used
320,157318,diesel,black,estate,10700,2018-06-01,320,320BMW,no,yes,no,no,no,used
520,182266,diesel,grey,estate,15000,2018-06-01,520,520BMW,no,yes,no,no,no,used
520,134645,diesel,grey,estate,13700,2018-06-01,520,520BMW,no,no,no,no,no,used
518,147903,diesel,brown,estate,15400,2018-06-01,518,518BMW,no,no,no,no,no,used
518,163267,diesel,black,estate,15000,2018-06-01,518,518BMW,no,yes,no,no,no,used
525,269832,diesel,silver,estate,4200,2018-06-01,525,525BMW,no,yes,no,no,no,used
318,159878,diesel,black,estate,11200,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,155079,diesel,black,estate,12500,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,230784,diesel,black,estate,5100,2018-08-01,318,318BMW,no,yes,no,no,no,used
518,178224,diesel,blue,estate,13700,2018-06-01,518,518BMW,no,yes,no,no,no,used
318,46133,diesel,brown,estate,20300,2018-06-01,318,318BMW,no,no,yes,no,no,new
520,163452,diesel,grey,estate,13100,2018-06-01,520,520BMW,no,yes,no,no,no,used
318,91300,diesel,grey,estate,15500,2018-06-01,318,318BMW,no,no,yes,no,no,used
320,105784,diesel,grey,estate,12600,2018-06-01,320,320BMW,no,no,no,no,no,used
320,103090,diesel,blue,estate,13100,2018-06-01,320,320BMW,no,no,no,no,no,used
320,181878,diesel,black,estate,12900,2018-06-01,320,320BMW,no,yes,no,no,no,used
520,130419,diesel,blue,estate,15400,2018-06-01,520,520BMW,no,no,no,no,no,used
318,44136,diesel,grey,estate,16400,2018-06-01,318,318BMW,no,no,yes,no,no,new
525,160164,diesel,blue,estate,16900,2018-06-01,525,525BMW,no,yes,no,no,no,used
318,164771,diesel,grey,estate,8000,2018-06-01,318,318BMW,no,yes,no,no,no,used
320,258653,diesel,grey,estate,4000,2018-06-01,320,320BMW,no,yes,no,no,no,used
535,153080,diesel,black,estate,20900,2018-06-01,535,535BMW,no,yes,no,no,no,used
520,52605,diesel,black,estate,21300,2018-06-01,520,520BMW,no,no,yes,no,no,used
316,33976,petrol,grey,estate,12500,2018-06-01,316,316BMW,no,no,yes,no,no,new
316,87609,diesel,blue,estate,11100,2018-06-01,316,316BMW,no,no,yes,no,no,used
318,85388,diesel,black,estate,17000,2018-06-01,318,318BMW,no,no,yes,no,no,used
518,118244,diesel,brown,estate,13100,2018-06-01,518,518BMW,no,no,no,no,no,used
320,147448,diesel,blue,estate,9400,2018-06-01,320,320BMW,no,no,no,no,no,used
318,48869,diesel,blue,estate,20800,2018-06-01,318,318BMW,no,no,yes,no,no,new
525,206334,diesel,silver,estate,4400,2018-06-01,525,525BMW,no,yes,no,no,no,used
530,198426,diesel,blue,estate,8100,2018-06-01,530,530BMW,no,yes,no,no,no,used
316,185427,diesel,white,estate,12100,2018-06-01,316,316BMW,no,yes,no,no,no,used
530,196035,diesel,black,estate,5400,2018-06-01,530,530BMW,no,yes,no,no,no,used
316,131017,diesel,silver,estate,9000,2018-06-01,316,316BMW,no,no,no,no,no,used
316,121036,diesel,grey,estate,10200,2018-06-01,316,316BMW,no,no,no,no,no,used
320,115427,diesel,silver,estate,17800,2018-06-01,320,320BMW,no,no,no,no,no,used
530,136009,diesel,silver,estate,18200,2018-06-01,530,530BMW,no,no,no,no,no,used
320,143513,diesel,brown,estate,11900,2018-06-01,320,320BMW,no,no,no,no,no,used
318,161249,diesel,grey,estate,14900,2018-08-01,318,318BMW,no,yes,no,no,no,used
520,167762,diesel,blue,estate,13100,2018-06-01,520,520BMW,no,yes,no,no,no,used
316,92732,diesel,grey,estate,9400,2018-06-01,316,316BMW,no,no,yes,no,no,used
320,161192,diesel,black,estate,9500,2018-06-01,320,320BMW,no,yes,no,no,no,used
318,160865,diesel,grey,estate,10400,2018-06-01,318,318BMW,no,yes,no,no,no,used
318,238064,diesel,grey,estate,4000,2018-06-01,318,318BMW,no,yes,no,no,no,used
520,223078,diesel,black,estate,6100,2018-06-01,520,520BMW,no,yes,no,no,no,used
320,275833,diesel,black,estate,5700,2018-06-01,320,320BMW,no,yes,no,no,no,used
525,192560,diesel,blue,estate,15000,2018-06-01,525,525BMW,no,yes,no,no,no,used
318,144311,diesel,brown,estate,10700,2018-08-01,318,318BMW,no,no,no,no,no,used
520,177646,diesel,blue,estate,14500,2018-06-01,520,520BMW,no,yes,no,no,no,used
518,9406,diesel,black,estate,20300,2018-06-01,518,518BMW,no,no,yes,no,no,new
318,93891,diesel,black,estate,13600,2018-06-01,318,318BMW,no,no,yes,no,no,used
X3,199572,diesel,black,estate,19000,2018-06-01,X3,X3BMW,no,yes,no,no,no,used
316,152747,diesel,grey,estate,9000,2018-06-01,316,316BMW,no,yes,no,no,no,used
525,237361,diesel,grey,estate,11300,2018-06-01,525,525BMW,no,yes,no,no,no,used
320,101705,diesel,blue,estate,13400,2018-07-01,320,320BMW,no,no,no,no,no,used
318,125724,diesel,grey,estate,12100,2018-07-01,318,318BMW,no,no,no,no,no,used
318,139014,diesel,brown,estate,11500,2018-07-01,318,318BMW,no,no,no,no,no,used
318,114751,diesel,grey,estate,11700,2018-07-01,318,318BMW,no,no,no,no,no,used
525,161041,diesel,blue,estate,18400,2018-07-01,525,525BMW,no,yes,no,no,no,used
320,155616,diesel,grey,estate,14200,2018-07-01,320,320BMW,no,yes,no,no,no,used
520,174817,diesel,brown,estate,4800,2018-07-01,520,520BMW,no,yes,no,no,no,used
520,121102,diesel,black,estate,15400,2018-07-01,520,520BMW,no,no,no,no,no,used
520,166778,diesel,grey,estate,13000,2018-07-01,520,520BMW,no,yes,no,no,no,used
320,121854,diesel,blue,estate,11100,2018-07-01,320,320BMW,no,no,no,no,no,used
318,151266,diesel,brown,estate,11300,2018-07-01,318,318BMW,no,yes,no,no,no,used
320,169884,diesel,silver,estate,11200,2018-07-01,320,320BMW,no,yes,no,no,no,used
318,102189,diesel,grey,estate,13300,2018-07-01,318,318BMW,no,no,no,no,no,used
320,176414,diesel,black,estate,14300,2018-07-01,320,320BMW,no,yes,no,no,no,used
320,106223,diesel,grey,estate,12600,2018-07-01,320,320BMW,no,no,no,no,no,used
318,149616,diesel,black,estate,7000,2018-07-01,318,318BMW,no,no,no,no,no,used
316,170680,diesel,grey,estate,9300,2018-07-01,316,316BMW,no,yes,no,no,no,used
520,164060,diesel,brown,estate,15500,2018-07-01,520,520BMW,no,yes,no,no,no,used
320,137558,diesel,black,estate,16100,2018-07-01,320,320BMW,no,no,no,no,no,used
318,133008,diesel,black,estate,13800,2018-07-01,318,318BMW,no,no,no,no,no,used
525,139765,diesel,white,estate,18800,2018-07-01,525,525BMW,no,no,no,no,no,used
318,186467,diesel,black,estate,4600,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,178914,diesel,blue,estate,9600,2018-07-01,318,318BMW,no,yes,no,no,no,used
320,115915,diesel,brown,estate,12700,2018-07-01,320,320BMW,no,no,no,no,no,used
316,127441,diesel,grey,estate,10800,2018-07-01,316,316BMW,no,no,no,no,no,used
318,83691,diesel,black,estate,8300,2018-07-01,318,318BMW,no,no,yes,no,no,used
318,143064,diesel,black,estate,12600,2018-07-01,318,318BMW,no,no,no,no,no,used
520,159214,diesel,grey,estate,14400,2018-07-01,520,520BMW,no,yes,no,no,no,used
318,100805,diesel,grey,estate,14400,2018-07-01,318,318BMW,no,no,no,no,no,used
320,159883,diesel,white,estate,12500,2018-07-01,320,320BMW,no,yes,no,no,no,used
525,136729,diesel,blue,estate,12600,2018-07-01,525,525BMW,no,no,no,no,no,used
318,124421,diesel,red,estate,5000,2018-07-01,318,318BMW,no,no,no,no,no,used
320,108330,diesel,black,estate,15100,2018-07-01,320,320BMW,no,no,no,no,no,used
320,100925,diesel,brown,estate,17400,2018-07-01,320,320BMW,no,no,no,no,no,used
318,99605,diesel,black,estate,14300,2018-07-01,318,318BMW,no,no,no,no,no,used
525,21507,diesel,silver,estate,25000,2018-07-01,525,525BMW,no,no,yes,no,no,new
320,195553,diesel,grey,estate,10900,2018-07-01,320,320BMW,no,yes,no,no,no,used
318,126473,diesel,grey,estate,13000,2018-07-01,318,318BMW,no,no,no,no,no,used
525,211366,diesel,black,estate,5100,2018-07-01,525,525BMW,no,yes,no,no,no,used
535,272389,diesel,black,estate,13700,2018-07-01,535,535BMW,no,yes,no,no,no,used
530,130553,diesel,black,estate,15200,2018-07-01,530,530BMW,no,no,no,no,no,used
320,122383,diesel,brown,estate,15200,2018-07-01,320,320BMW,no,no,no,no,no,used
320,192708,diesel,blue,estate,9300,2018-07-01,320,320BMW,no,yes,no,no,no,used
520,307914,diesel,black,estate,11000,2018-07-01,520,520BMW,no,yes,no,yes,no,used
520,118724,diesel,grey,estate,16500,2018-07-01,520,520BMW,no,no,no,no,no,used
318,105061,diesel,black,estate,12500,2018-07-01,318,318BMW,no,no,no,no,no,used
520,260556,diesel,black,estate,5000,2018-07-01,520,520BMW,no,yes,no,no,no,used
530,391309,diesel,black,estate,13400,2018-07-01,530,530BMW,no,yes,no,yes,no,used
316,46579,diesel,brown,estate,18800,2018-07-01,316,316BMW,no,no,yes,no,no,new
520,169807,diesel,black,estate,16100,2018-07-01,520,520BMW,no,yes,no,no,no,used
520,184137,diesel,black,estate,16100,2018-07-01,520,520BMW,no,yes,no,no,no,used
520,124332,diesel,blue,estate,15800,2018-07-01,520,520BMW,no,no,no,no,no,used
520,149495,diesel,blue,estate,16100,2018-07-01,520,520BMW,no,no,no,no,no,used
320,166458,diesel,grey,estate,13400,2018-08-01,320,320BMW,no,yes,no,no,no,used
520,266990,diesel,grey,estate,11900,2018-07-01,520,520BMW,no,yes,no,no,no,used
320,126735,diesel,grey,estate,14200,2018-07-01,320,320BMW,no,no,no,no,no,used
320,55937,diesel,silver,estate,17800,2018-07-01,320,320BMW,no,no,yes,no,no,used
316,132302,diesel,grey,estate,1300,2018-07-01,316,316BMW,no,no,no,no,no,used
525,306161,diesel,blue,estate,4800,2018-07-01,525,525BMW,no,yes,no,yes,no,used
530,160709,diesel,blue,estate,13800,2018-07-01,530,530BMW,no,yes,no,no,no,used
318,124831,diesel,grey,estate,10500,2018-07-01,318,318BMW,no,no,no,no,no,used
520,147910,diesel,grey,estate,17000,2018-07-01,520,520BMW,no,no,no,no,no,used
318,141652,diesel,grey,estate,9300,2018-07-01,318,318BMW,no,no,no,no,no,used
320,77510,diesel,grey,estate,11100,2018-07-01,320,320BMW,no,no,yes,no,no,used
330,133214,diesel,black,estate,22000,2018-07-01,330,330BMW,no,no,no,no,no,used
318,44368,diesel,grey,estate,18100,2018-07-01,318,318BMW,no,no,yes,no,no,new
316,149890,diesel,blue,estate,7100,2018-07-01,316,316BMW,no,no,no,no,no,used
520,101054,diesel,grey,estate,19000,2018-07-01,520,520BMW,no,no,no,no,no,used
518,66948,diesel,black,estate,19600,2018-07-01,518,518BMW,no,no,yes,no,no,used
520,261785,diesel,black,estate,4800,2018-07-01,520,520BMW,no,yes,no,no,no,used
318,116244,diesel,silver,estate,12300,2018-07-01,318,318BMW,no,no,no,no,no,used
320,274298,diesel,grey,estate,9800,2018-07-01,320,320BMW,no,yes,no,no,no,used
320,136769,petrol,grey,estate,6000,2018-07-01,320,320BMW,no,no,no,no,no,used
318,135948,diesel,black,estate,15100,2018-07-01,318,318BMW,no,no,no,no,no,used
320,176718,diesel,black,estate,13400,2018-07-01,320,320BMW,no,yes,no,no,no,used
316,188994,diesel,grey,estate,8800,2018-07-01,316,316BMW,no,yes,no,no,no,used
520,85705,diesel,black,estate,15600,2018-07-01,520,520BMW,no,no,yes,no,no,used
320,196035,diesel,grey,estate,10100,2018-07-01,320,320BMW,no,yes,no,no,no,used
328,129317,petrol,white,estate,18600,2018-07-01,328,328BMW,no,no,no,no,no,used
320,119391,diesel,silver,estate,17100,2018-07-01,320,320BMW,no,no,no,no,no,used
320,161806,diesel,grey,estate,13100,2018-07-01,320,320BMW,no,yes,no,no,no,used
316,170858,diesel,grey,estate,6300,2018-07-01,316,316BMW,no,yes,no,no,no,used
520,103892,diesel,grey,estate,16400,2018-07-01,520,520BMW,no,no,no,no,no,used
318,60772,diesel,grey,estate,13200,2018-07-01,318,318BMW,no,no,yes,no,no,used
318,54354,diesel,white,estate,20700,2018-07-01,318,318BMW,no,no,yes,no,no,used
320,143954,diesel,black,estate,12500,2018-07-01,320,320BMW,no,no,no,no,no,used
520,193438,diesel,grey,estate,16400,2018-07-01,520,520BMW,no,yes,no,no,no,used
318,135365,diesel,black,estate,11800,2018-07-01,318,318BMW,no,no,no,no,no,used
320,188522,diesel,white,estate,14500,2018-07-01,320,320BMW,no,yes,no,no,no,used
520,116761,diesel,brown,estate,20000,2018-07-01,520,520BMW,no,no,no,no,no,used
318,173982,diesel,blue,estate,12000,2018-07-01,318,318BMW,no,yes,no,no,no,used
525,185900,diesel,white,estate,14300,2018-07-01,525,525BMW,no,yes,no,no,no,used
520,126933,diesel,beige,estate,15000,2018-07-01,520,520BMW,no,no,no,no,no,used
525,162243,diesel,grey,estate,15700,2018-07-01,525,525BMW,no,yes,no,no,no,used
318,191804,diesel,grey,estate,3800,2018-07-01,318,318BMW,no,yes,no,no,no,used
320,148555,diesel,silver,estate,14300,2018-07-01,320,320BMW,no,no,no,no,no,used
318,164659,diesel,white,estate,10400,2018-07-01,318,318BMW,no,yes,no,no,no,used
320,284716,diesel,grey,estate,1200,2018-07-01,320,320BMW,no,yes,no,no,no,used
320,400654,diesel,black,estate,1800,2018-07-01,320,320BMW,no,yes,no,yes,no,used
318,146065,diesel,blue,estate,10700,2018-07-01,318,318BMW,no,no,no,no,no,used
318,191319,diesel,grey,estate,10000,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,191538,diesel,black,estate,11500,2018-07-01,318,318BMW,no,yes,no,no,no,used
320,117147,diesel,black,estate,14300,2018-07-01,320,320BMW,no,no,no,no,no,used
316,216183,diesel,black,estate,7500,2018-07-01,316,316BMW,no,yes,no,no,no,used
320,159678,diesel,silver,estate,7600,2018-07-01,320,320BMW,no,yes,no,no,no,used
318,166683,diesel,black,estate,11200,2018-07-01,318,318BMW,no,yes,no,no,no,used
520,197043,diesel,grey,estate,9300,2018-07-01,520,520BMW,no,yes,no,no,no,used
320,122697,diesel,black,estate,9900,2018-07-01,320,320BMW,no,no,no,no,no,used
320,176220,diesel,black,estate,13000,2018-07-01,320,320BMW,no,yes,no,no,no,used
320,156147,diesel,silver,estate,11700,2018-07-01,320,320BMW,no,yes,no,no,no,used
520,167923,diesel,blue,estate,13300,2018-07-01,520,520BMW,no,yes,no,no,no,used
318,83553,diesel,brown,estate,12300,2018-07-01,318,318BMW,no,no,yes,no,no,used
320,292178,diesel,grey,estate,1600,2018-07-01,320,320BMW,no,yes,no,no,no,used
318,155440,diesel,silver,estate,12800,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,117169,diesel,black,estate,13600,2018-07-01,318,318BMW,no,no,no,no,no,used
318,127374,diesel,grey,estate,13000,2018-07-01,318,318BMW,no,no,no,no,no,used
320,130624,diesel,blue,estate,10700,2018-07-01,320,320BMW,no,no,no,no,no,used
318,177084,diesel,grey,estate,9200,2018-07-01,318,318BMW,no,yes,no,no,no,used
520,106742,diesel,grey,estate,15000,2018-07-01,520,520BMW,no,no,no,no,no,used
320,111048,diesel,grey,estate,10800,2018-07-01,320,320BMW,no,no,no,no,no,used
320,233094,diesel,grey,estate,12900,2018-07-01,320,320BMW,no,yes,no,no,no,used
520,174015,diesel,grey,estate,13200,2018-07-01,520,520BMW,no,yes,no,no,no,used
318,139586,diesel,grey,estate,6300,2018-07-01,318,318BMW,no,no,no,no,no,used
520,129046,diesel,grey,estate,15200,2018-07-01,520,520BMW,no,no,no,no,no,used
318,108054,diesel,black,estate,14900,2018-07-01,318,318BMW,no,no,no,no,no,used
320,82676,diesel,brown,estate,14000,2018-07-01,320,320BMW,no,no,yes,no,no,used
320,94782,diesel,beige,estate,15600,2018-07-01,320,320BMW,no,no,yes,no,no,used
316,79660,diesel,silver,estate,12100,2018-07-01,316,316BMW,no,no,yes,no,no,used
318,112426,diesel,grey,estate,9200,2018-08-01,318,318BMW,no,no,no,no,no,used
318,164108,diesel,blue,estate,13600,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,91457,diesel,white,estate,16100,2018-07-01,318,318BMW,no,no,yes,no,no,used
520,176450,diesel,grey,estate,13400,2018-07-01,520,520BMW,no,yes,no,no,no,used
320,143240,diesel,brown,estate,14000,2018-07-01,320,320BMW,no,no,no,no,no,used
318,110477,diesel,black,estate,10500,2018-07-01,318,318BMW,no,no,no,no,no,used
318,170108,diesel,black,estate,10500,2018-08-01,318,318BMW,no,yes,no,no,no,used
318,107565,diesel,black,estate,17100,2018-08-01,318,318BMW,no,no,no,no,no,used
520,136908,diesel,grey,estate,12700,2018-08-01,520,520BMW,no,no,no,no,no,used
330,23811,diesel,blue,estate,28900,2018-08-01,330,330BMW,no,no,yes,no,no,new
520,156663,diesel,beige,estate,14200,2018-08-01,520,520BMW,no,yes,no,no,no,used
530,41329,diesel,grey,estate,29200,2018-08-01,530,530BMW,no,no,yes,no,no,new
